카테고리,공고제목,본문,첨부파일
대출상품 조회,시·군 소상공인 융자금 이차보전사업,"기본정보 금융상품명 시·군 소상공인 융자금 이차보전사업 금리(%) - 최대한도(만원) 5000 상품정보 대상 소상공인 용도 시설 취급기관 전남신용보증재단 대출기간(년) 2 상품요건 용도 시설 상환방법 일시상환 대출한도(만원) 5000(변동금리) 총대출기간(년) 2(상환0/거치2) 금리(%)(금리구분) - 지원대상요건 대상 소상공인 지원대상 상세조건 각 시·군에 주민등록이 되어있고 실제 거주하고 있는 소상공인(현재 중인 시·군 : 광양, 구례, 나주, 담양, 목포, 무안, 순천, 여수, 완도, 장성, 장흥, 진도, 함평, 해남, 화순) 소득기준 없음 신용조건 없음 연령대 없음 서비스제공지역 전남 특이사항 - 기타 상품정보 제공기관/취급기관 전남신용보증재단 / 전남신용보증재단 문의처 전남신용보증재단 061-729-0600 신청(가입)방법 전남신용보증재단 각 지점 방문 중도상환수수료 - 대출부대비용 - 연체이자율(%) - 우대/가산금리 조건 - 기타 참고사항 - 관련사이트 https://www.jnsinbo.or.kr 운영기한 자금소진시까지 목록",
대출상품 조회,전라남도 소상공인 경영안정자금,"기본정보 금융상품명 전라남도 소상공인 경영안정자금 금리(%) 3 최대한도(만원) 20000 상품정보 대상 소상공인 용도 운영·시설 취급기관 취급기관(10개) 대출기간(년) 2 상품요건 용도 운영·시설 상환방법 만기일시상환 대출한도(만원) 20000(변동금리) 총대출기간(년) 2(상환0/거치2) 금리(%)(금리구분) 3(변동금리) 지원대상요건 대상 소상공인 지원대상 상세조건 - 도내 소재한 창업 2년 미만의 소상공인- 업력 5년 미만의 업체로 최근 2년 이내 전남신용보증재단, 전남창조경제혁신센터, 소상공인시장진흥공단에서 창업 또는 경영개선 관련 교육(컨설팅 포함) 이수 사업자 소득기준 없음 신용조건 없음 연령대 없음 서비스제공지역 전남 특이사항 - 기타 상품정보 제공기관/취급기관 전남신용보증재단 / 취급기관(10개) 문의처 전남신용보증재단 061-729-0600 신청(가입)방법 전남신용보증재단 각 지점 방문 중도상환수수료 - 대출부대비용 - 연체이자율(%) - 우대/가산금리 조건 없음 기타 참고사항 - 관련사이트 https://www.jnsinbo.or.kr 운영기한 자금 소진시까지 목록",
대출상품 조회,세종특별자치시 소상공인 자금,"기본정보 금융상품명 세종특별자치시 소상공인 자금 금리(%) - 최대한도(만원) 7000 상품정보 대상 소상공인 용도 운영 취급기관 세종신용보증재단 대출기간(년) 2, 3 상품요건 용도 운영 상환방법 일시상환, 균등분할상환 대출한도(만원) 7000(변동금리) 총대출기간(년) 2, 3(상환0, 2/거치1, 2) 금리(%)(금리구분) - 지원대상요건 대상 소상공인 지원대상 상세조건 세종특별자치시 소재 소상공인 소득기준 없음 신용조건 - 연령대 없음 서비스제공지역 세종 특이사항 - 기타 상품정보 제공기관/취급기관 세종신용보증재단 / 세종신용보증재단 문의처 세종신용보증재단 지점 신청(가입)방법 세종신용보증재단 방문 및 상담 중도상환수수료 - 대출부대비용 보증료율 1.0% 연체이자율(%) - 우대/가산금리 조건 - 기타 참고사항 - 관련사이트 https://sjsinbo.or.kr/ 운영기한 자금소진시까지 목록",
대출상품 조회,시군 소상공인 특례보증,"기본정보 금융상품명 시군 소상공인 특례보증 금리(%) 2년간 2~3 최대한도(만원) 2,000~3,000 상품정보 대상 중소기업, 소상공인 용도 운영·시설 취급기관 취급은행 대출기간(년) 2, 5 상품요건 용도 운영·시설 상환방법 일시상환, 원금균등 분할상환 대출한도(만원) 2,000~3,000 총대출기간(년) 2, 5(상환0, 3/거치2) 금리(%)(금리구분) 2년간 2~3 지원대상요건 대상 중소기업, 소상공인 지원대상 상세조건 신청일 현재 사업장(법인의 경우 본점 포함)이 소재하고 사업자 등록을 필한 소상공인으로서 신용보증기관 보증지원 및 금융기관 대출금지원에 결격사유가 없는 자 소득기준 - 신용조건 기관 문의 연령대 없음 서비스제공지역 경북 특이사항 - 기타 상품정보 제공기관/취급기관 경북신용보증재단 / 취급은행 문의처 경북신용보증재단 054-474-7100 신청(가입)방법 기관 문의 중도상환수수료 - 대출부대비용 연 보증료율 0.8~1.0% 연체이자율(%) - 우대/가산금리 조건 없음 기타 참고사항 협약금리-이차보전율 2.5% (경기도 지원) 관련사이트 https://gbsinbo.co.kr 운영기한 자금 소진 시까지 목록",
대출상품 조회,소기업 소상공인 전환보증(대환자금),"기본정보 금융상품명 소기업 소상공인 전환보증(대환자금) 금리(%) 은행별 상이 최대한도(만원) - 상품정보 대상 중소기업, 소상공인 용도 대환 취급기관 취급 은행(8개) 대출기간(년) 5 상품요건 용도 대환 상환방법 - 대출한도(만원) - 총대출기간(년) 5(상환0/거치0) 금리(%)(금리구분) 은행별 상이(은행별 상이) 지원대상요건 대상 중소기업, 소상공인 지원대상 상세조건 재단의 보증을 이용 중인 기업 소득기준 없음 신용조건 없음 연령대 없음 서비스제공지역 전국 특이사항 - 기타 상품정보 제공기관/취급기관 신용보증재단중앙회 / 취급 은행(8개) 문의처 17개 신용보증재단(대표번호 1588-7365) 신청(가입)방법 지점 방문 및 문의 중도상환수수료 없음 대출부대비용 보증료율 : 재단의 제규정에 의해 산출된 보증로율* 단, 대표자의 개인신용평점 744점 이하인 경우 0.2%p 감면 연체이자율(%) - 우대/가산금리 조건 없음 기타 참고사항 보증한도: 전차보증의 기보증잔액 이내 관련사이트 https://www.koreg.or.kr 운영기한 한도 소진 시까지 목록",
대출상품 조회,기업가형 소상공인 육성 협약보증,"기본정보 금융상품명 기업가형 소상공인 육성 협약보증 금리(%) - 최대한도(만원) 20000 상품정보 대상 소상공인 용도 운전 취급기관 국민은행 대출기간(년) 5 상품요건 용도 운전 상환방법 일시상환/분할상환 대출한도(만원) 20000 총대출기간(년) 5(상환4/거치1) 금리(%)(금리구분) - 지원대상요건 대상 소상공인 지원대상 상세조건 신용보증신청 접수일 현재 사업자등록 후 가동 중이며, 다음의 어느 하나에 해당되는 중소기업■ 기업가형 소상공인1. 소상공인시장진흥공단의 로컬 크리에이터 육성 사업에 선정된 기업2. 소상공인시장진흥공단의 강한 소상공인 성장 지원사업에 선정된 기업3. 소상공인시장진흥공단으로부터 소상공인 복합융자사업에 선정된 기업* 우리동네 크라우드펀딩, 민간투자연계형 매칭융자 사업 선정 기업4. 중소벤처기업부로부터 백년가게(또는 백년소공인) 확인서를 발급받은 기업■ 예비 기업가형 소상공인소상공인시장진흥공단의 신사업창업사관학교를 수료한 후 사업화자금을 지원받은 중소기업 소득기준 없음 신용조건 없음 연령대 없음 서비스제공지역 강원 특이사항 - 기타 상품정보 제공기관/취급기관 강원신용보증재단, 전북신용보증재단 / 국민은행 문의처 춘천지점: 033-260-0011(관할구역: 춘천, 화천, 양구, 철원)원주지점: 033-260-0051(관할구역: 원주, 횡성)강릉지점: 033-260-0061(관할구역: 강릉, 평창)속초지점: 033-260-0072(관할구역: 속초, 고성, 양양)태백지점: 033-260-0081(관할구역: 태백, 정선, 영월)동해지점: 033-260-0087(관할구역: 동해, 삼척)홍천지점: 033-260-0077(관할구역: 홍천, 인제 신청(가입)방법 사업장 소재 신용보증재단 방문 중도상환수수료 없음 대출부대비용 보증료율 : 연 0.8% 고정 연체이자율(%) - 우대/가산금리 조건 - 기타 참고사항 - 관련사이트 https://www.gwsinbo.or.kr:10463/board/board_view.php?view_id=138&board_name=product&page=1&search_category=&search_field=subject+contents&search_text=%EA%B8%B0%EC%97%85%EA%B0%80%ED%98%95&search_operator=and 운영기한 한도 소진 시까지 목록",
대출상품 조회,(전라북도 소상공인 민생회복 금융지원사업 Track 2,"기본정보 금융상품명 (전라북도 소상공인 민생회복 금융지원사업 Track 2) 소기업육성 4無 안심자금 지원_Track1(“예비창업자 지원부문”) 금리(%) 은행별 상이 최대한도(만원) 9900 상품정보 대상 소기업, 소상공인 용도 창업 취급기관 전북신용보증재단 대출기간(년) 8 상품요건 용도 창업 상환방법 원금균등분할상환 대출한도(만원) 9900(변동금리) 총대출기간(년) 8(상환7, 8/거치0, 1) 금리(%)(금리구분) 은행별 상이(변동금리) 지원대상요건 대상 소기업, 소상공인 지원대상 상세조건 대상기업은 다음 각 호의 요건을 모두 충족하고 재단이 정하는 사업(창업)계획서를 제출한 소상공인 (예비)창업자로 한다.(소기업·중기업 제외)1. 사업장이 전라북도에 소재하고 업력 3개월 미만(예비창업자 포함)일 것2. 대표자(실제경영자 포함)의 개인 신용평점이 595점 이상일 것3. 대표자(예비창업자)가 보증신청 기업 외에 다른 기업체의 대표자(실제경영자 포함)가 아닐 것4. 재단 신용평가시스템에 의한 평가등급이 CCC등급 이상일 것5. 재단이 지정하는 (재)창업교육과 (재)창업컨설팅(또는 역량강화컨설팅)을 이수(수진)하였을 것6. 컨설턴트의 진단 Solution을 이행하였을 것7. 자기부담 50% 이상의 자금조달계획서를 제출하고 보증승인 전까지 자금조달 내역을 증빙할 것8. 예비창업자는 제5호의 요건을 충족하고 실시한 첫 번째 보증상담 이후 3개월 이내에 사업자등록을 완료할 것 소득기준 없음 신용조건 대표자(실제경영자 포함)의 개인 신용평점이 595점 이상 연령대 없음 서비스제공지역 전북 특이사항 - 기타 상품정보 제공기관/취급기관 전북신용보증재단 / 전북신용보증재단 문의처 전북신용보증재단 사업장주소지 관할 영업점 신청(가입)방법 전북신용보증재단 각 지점 문의 중도상환수수료 - 대출부대비용 없음 (재단에서 연 0.8%보증료 전액지원) 연체이자율(%) - 우대/가산금리 조건 없음 기타 참고사항 - 관련사이트 https://www.jbcredit.or.kr/site/menu/MENU_000000000000040/board/view/NTT_003520 운영기한 자금소진시까지 목록",
대출상품 조회,경남은행 특별출연 소기업 소상공인 새희망 새출발 금융지,기본정보 금융상품명 경남은행 특별출연 소기업 소상공인 새희망 새출발 금융지원 협약보증 금리(%) - 최대한도(만원) 10000 상품정보 대상 중소기업 및 소상공인 용도 운전 취급기관 경남은행 대출기간(년) 5 상품요건 용도 운전 상환방법 - 대출한도(만원) 10000 총대출기간(년) 5 금리(%)(금리구분) - 지원대상요건 대상 중소기업 및 소상공인 지원대상 상세조건 울산지역 소상공인 및 창업 후 7년 이내 중소기업 소득기준 없음 신용조건 - 연령대 없음 서비스제공지역 울산 특이사항 - 기타 상품정보 제공기관/취급기관 울산신용보증재단 / 경남은행 문의처 울산신용보증재단 052-289-2300 신청(가입)방법 기관문의 중도상환수수료 - 대출부대비용 보증료율 연 0.8% 내 연체이자율(%) - 우대/가산금리 조건 - 기타 참고사항 보증비율- 같은기업당 재단보증금액 6천만원 이하 100%- 같은기업당 재단보증금액 6천만원 초과 : 90% 관련사이트 https://www.ulsanshinbo.co.kr 운영기한 상시 목록,
대출상품 조회,울산광역시 저신용 소상공인 특례보증,"기본정보 금융상품명 울산광역시 저신용 소상공인 특례보증 금리(%) - 최대한도(만원) 2000 상품정보 대상 소상공인 용도 운영·시설 취급기관 울산신용보증재단, 협약은행 대출기간(년) 3, 5 상품요건 용도 운영·시설 상환방법 일시상환, 분할상환 대출한도(만원) 2000 총대출기간(년) 3, 5(상환4/거치1, 3) 금리(%)(금리구분) - 지원대상요건 대상 소상공인 지원대상 상세조건 울주군에 소재한 개인신용평점 744점 이하 소상공인으로서, 울주군 저신용 소상공인 특례보증 추천을 받은 기업 소득기준 없음 신용조건 개인신용평점 744점 이하 소상공인 연령대 없음 서비스제공지역 울산 특이사항 - 기타 상품정보 제공기관/취급기관 울산신용보증재단 / 울산신용보증재단, 협약은행 문의처 울산신용보증재단 052-289-2300 신청(가입)방법 기관문의 중도상환수수료 - 대출부대비용 보증료율 0.8% (비율 100%) 연체이자율(%) - 우대/가산금리 조건 없음 기타 참고사항 - 관련사이트 https://www.ulsanshinbo.co.kr 운영기한 상시 목록",
대출상품 조회,단양군 소상공인지원자금,"기본정보 금융상품명 단양군 소상공인지원자금 금리(%) 은행금리-2.0 최대한도(만원) 5000 상품정보 대상 소상공인 용도 운영ㆍ시설 취급기관 충북신용보증재단,대출협약은행(농협은행 단양군지부) 대출기간(년) 3(1년마다 기한연장 또는 3년만기 일시상환) 상품요건 용도 운영ㆍ시설 상환방법 3년 이내 일시상환 대출한도(만원) 5000(변동금리) 총대출기간(년) 3(1년마다 기한연장 또는 3년만기 일시상환)(거치3) 금리(%)(금리구분) 은행금리-2.0(변동금리) 지원대상요건 대상 소상공인 지원대상 상세조건 대표자가 단양군에 주민등록이 되어 있으며 단양군 내에 사업장을 두고 현재 영업 중인 소상공인 소득기준 없음 신용조건 없음 연령대 없음 서비스제공지역 충북 특이사항 - 기타 상품정보 제공기관/취급기관 충북신용보증재단 / 충북신용보증재단,대출협약은행(농협은행 단양군지부) 문의처 043-249-5700 신청(가입)방법 [비대면] 보증드림어플 또는 은행 어플로 신청 [대면] 충북신용보증재단 홈페이지 상담예약 후 내방 중도상환수수료 - 대출부대비용 보증료율 연 1.0%내외 연체이자율(%) - 우대/가산금리 조건 - 기타 참고사항 - 관련사이트 http://www.cbsinbo.or.kr 운영기한 한도 소진 시 까지 목록",
대출상품 조회,ESG 실천 소기업. 소상공인 지원 특례보증,"기본정보 금융상품명 ESG 실천 소기업. 소상공인 지원 특례보증 금리(%) - 최대한도(만원) 5000 상품정보 대상 소기업, 소상공인 용도 운영 취급기관 대전신용보증재단 대출기간(년) 1 상품요건 용도 운영 상환방법 일시상환 대출한도(만원) 5000(변동금리) 총대출기간(년) 1 금리(%)(금리구분) - 지원대상요건 대상 소기업, 소상공인 지원대상 상세조건 신용보증신청 접수일 현재 사업자등록후 가동중이며, 대표자 개인신용평점이 710점이상인 소기업.소상공인으로 붙임(첨부 파일 확인)의 ESG 경영실천기업에 해당되는 기업 소득기준 없음 신용조건 대표자 개인신용평점이 710점이상 연령대 없음 서비스제공지역 대전 특이사항 - 기타 상품정보 제공기관/취급기관 대전신용보증재단 / 대전신용보증재단 문의처 대전신용보증재단 042-380-3800 신청(가입)방법 - 중도상환수수료 면제 대출부대비용 - 연체이자율(%) - 우대/가산금리 조건 없음 기타 참고사항 * 지자체 정책자금 등으로 운용될 시, 정책자금의 금리 적용 관련사이트 https://sinbo.or.kr 운영기한 2022.09.20.~한도(200억원)소진시까지 목록",
대출상품 조회,부산시 임차 소상공인 지원 협약보증,"기본정보 금융상품명 부산시 임차 소상공인 지원 협약보증 금리(%) 은행협약금리 최대한도(만원) 15000 상품정보 대상 소상공인 용도 운영·시설 취급기관 부산신용보증재단 대출기간(년) 5 상품요건 용도 운영·시설 상환방법 원금균등분할상환 대출한도(만원) 15000 총대출기간(년) 5(상환3, 5/거치0, 2) 금리(%)(금리구분) 은행협약금리 지원대상요건 대상 소상공인 지원대상 상세조건 대표자 개인신용평점 595점 이상으로 고정사업장을 임차하여 사업 영위하는자신청일 기준 하나은행 기업여신 보유 고객이 아닐 것 소득기준 없음 신용조건 대표자 개인신용평점 595점 이상 연령대 없음 서비스제공지역 부산 특이사항 - 기타 상품정보 제공기관/취급기관 부산신용보증재단 / 부산신용보증재단 문의처 문의전화 : 051-860-6600 신청(가입)방법 부산신용보증재단 각 지점 문의 중도상환수수료 - 대출부대비용 보증료율 : 0.9% 연체이자율(%) - 우대/가산금리 조건 없음 기타 참고사항 보증제한 : 재보증제한 기업 (재단의 보증금지기업 및 보증제한기업 포함) 관련사이트 https://www.busansinbo.or.kr/02_sinbo/?mcode=0402050100&mode=2&no=8954 운영기한 ~ 2024. 12. 31. (또는 자금 소진시 까지) 목록",
대출상품 조회,긴급경영안정자금(일시적 경영애로 소상공인),기본정보 금융상품명 긴급경영안정자금(일시적 경영애로 소상공인) 금리(%) 2.5 최대한도(만원) 15000 상품정보 대상 소상공인 용도 운전 취급기관 소상공인시장진흥공단 대출기간(년) 5 상품요건 용도 운전 상환방법 원금균등분할상환 대출한도(만원) 15000(고정금리) 총대출기간(년) 5(상환3/거치2) 금리(%)(금리구분) 2.5(고정금리) 지원대상요건 대상 소상공인 지원대상 상세조건 위메프·티몬·인터파크쇼핑·AK몰·알렛츠 판매대금 미정산 피해 소상공인 소득기준 없음 신용조건 없음 연령대 없음 서비스제공지역 전국 특이사항 - 기타 상품정보 제공기관/취급기관 소상공인시장진흥공단 / 소상공인시장진흥공단 문의처 중소기업통합콜센터 1357 신청(가입)방법 ① 개인사업자 : 소상공인정책자금 홈페이지(ols.sbiz.or.kr)를 통한 신청 및 비대면 약정 (전자약정)② 법인사업자 : 소상공인정책자금 홈페이지(ols.sbiz.or.kr)를 통한 신청 후 센터 방문 약정 (대면약정) 중도상환수수료 - 대출부대비용 - 연체이자율(%) - 우대/가산금리 조건 - 기타 참고사항 - 관련사이트 https://www.ols.semas.or.kr 운영기한 한도 소진시까지 목록,
대출상품 조회,긴급경영안정자금(재해피해소상공인),기본정보 금융상품명 긴급경영안정자금(재해피해소상공인) 금리(%) 2 최대한도(만원) 10000 상품정보 대상 소상공인 용도 운전 취급기관 소상공인시장진흥공단 대출기간(년) 5 상품요건 용도 운전 상환방법 원금균등분할상환 대출한도(만원) 10000(고정금리) 총대출기간(년) 5(상환3/거치2) 금리(%)(금리구분) 2(고정금리) 지원대상요건 대상 소상공인 지원대상 상세조건 자연재해·사회재난 등으로 영업에 심대한 피해를 입은 소상공인의 직·간접피해 복구비용 소득기준 없음 신용조건 없음 연령대 없음 서비스제공지역 전국 특이사항 - 기타 상품정보 제공기관/취급기관 소상공인시장진흥공단 / 소상공인시장진흥공단 문의처 중소기업통합콜센터 1357 신청(가입)방법 ① 개인사업자 : 소상공인정책자금 홈페이지(ols.sbiz.or.kr)를 통한 신청 및 비대면 약정 (전자약정)② 법인사업자 : 소상공인정책자금 홈페이지(ols.sbiz.or.kr)를 통한 신청 후 센터 방문 약정 (대면약정) 중도상환수수료 - 대출부대비용 - 연체이자율(%) - 우대/가산금리 조건 - 기타 참고사항 - 관련사이트 https://www.ols.semas.or.kr 운영기한 한도 소진시까지 목록,
대출상품 조회,충북형 오프라인 소상공인 디지털 전환’ 특별보증,"기본정보 금융상품명 충북형 오프라인 소상공인 디지털 전환’ 특별보증 금리(%) 은행금리-3.0 최대한도(만원) Track1 2,000Track2 5,000 상품정보 대상 Track1 소상공인Track2 소기업, 소상공인 용도 운영 취급기관 충북신용보증재단, 대출협약은행 대출기간(년) 5 상품요건 용도 운영 상환방법 1년마다 기한연장 또는 1년거치 4년 월단위 원금균등분할상환 대출한도(만원) Track1 2,000Track2 5,000(고정금리, 변동금리) 총대출기간(년) 5 금리(%)(금리구분) 은행금리-3.0(고정금리, 변동금리) 지원대상요건 대상 Track1 소상공인Track2 소기업, 소상공인 지원대상 상세조건 Track1: 디지털 전환 지원신용보증신청 접수일 현재 사업자등록 후 가동(영업) 중인 소상공인으로 다음 중 어느 하나에 해당하는 개인기업① (전자 상거래) 사업자등록증 상 업종이 전자상거래업이거나 통신판매업 신고증을 보유한 기업② (디지털 상점) 사업장에서 스마트 기술(키오스크·테이블 오더·서빙로봇) 또는 온라인 주문 시스템을 이용 중인 기업Track2: 특별 금융지원티몬·위메프 정산지연에 따른 피해사실이 확인되는 기업 소득기준 없음 신용조건 - 연령대 없음 서비스제공지역 충북 특이사항 - 기타 상품정보 제공기관/취급기관 충북신용보증재단 / 충북신용보증재단, 대출협약은행 문의처 충북신용보증재단 043-249-5700 신청(가입)방법 [비대면] 보증드림어플 또는 은행 어플로 신청 [대면] 충북신용보증재단 홈페이지 상담예약 후 내방 중도상환수수료 - 대출부대비용 Track1 보증료율 연 0.8%Track2 보증료율 연 0.5% 연체이자율(%) - 우대/가산금리 조건 - 기타 참고사항 - 관련사이트 http://www.cbsinbo.or.kr 운영기한 한도 소진 시 까지 목록",
대출상품 조회,옥천군 중·저신용 소상공인 특례보증,"기본정보 금융상품명 옥천군 중·저신용 소상공인 특례보증 금리(%) 은행별 상이 최대한도(만원) 5000 상품정보 대상 소상공인 용도 운영 취급기관 충북신용보증재단, 대출협약은행 대출기간(년) 5 상품요건 용도 운영 상환방법 1년마다 기한연장 또는 1년거치 4년 월단위 원금균등분할상환 대출한도(만원) 5000 총대출기간(년) 5(상환4/거치1) 금리(%)(금리구분) 은행별 상이 지원대상요건 대상 소상공인 지원대상 상세조건 신용보증 접수일 현재 옥천군 내에 주민등록 및 사업장을 두고 영업 중이며, 대표자 개인신용평점 749점 이하의 소상공인 소득기준 없음 신용조건 개인신용평점 749점 이하 연령대 없음 서비스제공지역 충북 특이사항 - 기타 상품정보 제공기관/취급기관 충북신용보증재단 / 충북신용보증재단, 대출협약은행 문의처 충북신용보증재단 043-249-5700 신청(가입)방법 [비대면] 보증드림어플 또는 은행 어플로 신청 [대면] 충북신용보증재단 홈페이지 상담예약 후 내방 중도상환수수료 - 대출부대비용 보증료율 연 0.5% 연체이자율(%) - 우대/가산금리 조건 없음 기타 참고사항 - 관련사이트 http://www.cbsinbo.or.kr 운영기한 한도 소진 시 까지 목록",
대출상품 조회,옥천군 청년창업 소상공인 성장 지원 특례보증,"기본정보 금융상품명 옥천군 청년창업 소상공인 성장 지원 특례보증 금리(%) 은행별 상이 최대한도(만원) 5000 상품정보 대상 소상공인 용도 운영 취급기관 충북신용보증재단, 대출협약은행 대출기간(년) 5 상품요건 용도 운영 상환방법 1년마다 기한연장 또는 1년거치 4년 월단위 원금균등분할상환 대출한도(만원) 5000 총대출기간(년) 5(상환4/거치1) 금리(%)(금리구분) 은행별 상이 지원대상요건 대상 소상공인 지원대상 상세조건 신용보증 접수일 현재 옥천군 내 사업장을 두고 영업 중인 대표자 연령 만 39세 이하, 업력 7년 미만 소상공인 소득기준 없음 신용조건 - 연령대 만 39세 이하 서비스제공지역 충북 특이사항 - 기타 상품정보 제공기관/취급기관 충북신용보증재단 / 충북신용보증재단, 대출협약은행 문의처 충북신용보증재단 043-249-5700 신청(가입)방법 [비대면] 보증드림어플 또는 은행 어플로 신청 [대면] 충북신용보증재단 홈페이지 상담예약 후 내방 중도상환수수료 - 대출부대비용 보증료율 연 0.5% 연체이자율(%) - 우대/가산금리 조건 - 기타 참고사항 - 관련사이트 http://www.cbsinbo.or.kr 운영기한 한도 소진 시 까지 목록",
대출상품 조회,취약계층 소상공인 금융지원 협약보증,기본정보 금융상품명 취약계층 소상공인 금융지원 협약보증 금리(%) - 최대한도(만원) 2000 상품정보 대상 소상공인 용도 운영 취급기관 강원신용보증재단 대출기간(년) 5 상품요건 용도 운영 상환방법 원금균등분할상환 대출한도(만원) 2000 총대출기간(년) 5(상환4/거치1) 금리(%)(금리구분) - 지원대상요건 대상 소상공인 지원대상 상세조건 강원특별자치도 내 사업자등록을 마치고 운영 중인 취약계층 소상공인(개인사업자)1. 저소득 소상공인2. 한부모가족 소상공인3. 다문화가족 소상공인4. 장애인 소상공인5. 새터민 소상공인 소득기준 연간소득 3천5백만원 이하 신용조건 없음 연령대 없음 서비스제공지역 강원 특이사항 - 기타 상품정보 제공기관/취급기관 강원신용보증재단 / 강원신용보증재단 문의처 강원신용보증재단 033-260-0001 신청(가입)방법 사업장 소재 강원신용보증재단 각 지점 방문 혹은 보증드림 어플로 신청 중도상환수수료 - 대출부대비용 보증료율 : 연 0.8% 연체이자율(%) - 우대/가산금리 조건 - 기타 참고사항 - 관련사이트 강원신용보증재단 홈페이지 운영기한 한도 소진 시까지 목록,
대출상품 조회,"우리지역 氣-Up 서포트론(영세 소기업,소상공인)","기본정보 금융상품명 우리지역 氣-Up 서포트론(영세 소기업,소상공인) 금리(%) 6.27~8.97 최대한도(만원) 5,00010,000 (코로나 19 피해 소기업, 소상공인) 상품정보 대상 소기업, 소상공인 용도 운영·시설 취급기관 BNK경남은행 대출기간(년) 5 상품요건 용도 운영·시설 상환방법 원금균등분할상환 대출한도(만원) 5,00010,000 (코로나 19 피해 소기업, 소상공인)(변동금리) 총대출기간(년) 5(상환4/거치1) 금리(%)(금리구분) 6.27~8.97(변동금리) 지원대상요건 대상 소기업, 소상공인 지원대상 상세조건 신용보증신청 접수일 현재 사업자등록 후 가동(영업)중으로서 지역보증재단의 신용보증서를 발급받은 소기업ㆍ소상공인① 영세 소기업ㆍ소상공인 : CB평점구간 7구간 이상의 소기업ㆍ소상공인 등 금융소외계층② 코로나19 피해 소기업ㆍ소상공인 : CB평점구간 8구간 이상의 소기업ㆍ소상공인 중 코로나 19로 인해 피해를 입은 경우※ 보증 가능여부는 재단에서 확인 가능함.※ CB평점구간 : 재단에서 보유하고 있는 NICE CB사의 평점구간※ 금융기관 신용관리관리 대상자 등 여신 부적격자에 대하여 대출이 제한될 수 있음 소득기준 없음 신용조건 ① 영세 소기업ㆍ소상공인 : CB평점구간 7구간 이상② 코로나19 피해 소기업ㆍ소상공인 : CB평점구간 8구간 이상 연령대 없음 서비스제공지역 경남, 울산 특이사항 - 기타 상품정보 제공기관/취급기관 BNK경남은행 / BNK경남은행 문의처 1588-85851600-8585 신청(가입)방법 BNK경남은행 지점 문의 및 방문 중도상환수수료 대출취급 후 3년 경과시 면제대출잔여기간 1년 이상 1.6%대출잔여기간 1년 미만 및 할부상환방식일 경우 1.3% 대출부대비용 (1) 인지세 : 인지세법에 의해 대출약정 체결시 납부하는 세금으로 대출금액에 따라 세액이 차등 적용되며, 각 50%씩 고객과 은행이 부담합니다.(2) 신용보증서 발급 수수료(고객께서 보증재단에 납부, 고객부담) 연체이자율(%) 대출금리+3.0%p (최고 연 15%) 우대/가산금리 조건 없음 기타 참고사항 - 관련사이트 https://www.knbank.co.kr 운영기한 상시 목록",
대출상품 조회,울산광역시 중구 소상공인 경영안정자금,기본정보 금융상품명 울산광역시 중구 소상공인 경영안정자금 금리(%) - 최대한도(만원) 5000 상품정보 대상 소상공인 용도 운영·시설 취급기관 취급은행(7개) 대출기간(년) 2 상품요건 용도 운영·시설 상환방법 일시상환 대출한도(만원) 5000 총대출기간(년) 2(거치2) 금리(%)(금리구분) - 지원대상요건 대상 소상공인 지원대상 상세조건 울산광역시 중구 소상공인 경영안정자금 추천을 받은 소상공인 소득기준 없음 신용조건 없음 연령대 없음 서비스제공지역 울산 특이사항 - 기타 상품정보 제공기관/취급기관 울산신용보증재단 / 취급은행(7개) 문의처 울산신용보증재단 052-289-2300 신청(가입)방법 기관 문의 중도상환수수료 - 대출부대비용 보증료율 0.9% (2년간 보증료 일괄징수)(비율 100%) 연체이자율(%) - 우대/가산금리 조건 - 기타 참고사항 - 관련사이트 https://www.ulsanshinbo.co.kr 운영기한 자금소진시까지 목록,
대출상품 조회,울산광역시 동구 소상공인 경영안정자금,기본정보 금융상품명 울산광역시 동구 소상공인 경영안정자금 금리(%) - 최대한도(만원) 5000 상품정보 대상 소상공인 용도 운영·시설 취급기관 취급은행(7개) 대출기간(년) 2 상품요건 용도 운영·시설 상환방법 일시상환 대출한도(만원) 5000 총대출기간(년) 2(거치2) 금리(%)(금리구분) - 지원대상요건 대상 소상공인 지원대상 상세조건 울산광역시 동구 소상공인 경영안정자금 추천을 받은 소상공인 소득기준 없음 신용조건 없음 연령대 없음 서비스제공지역 울산 특이사항 - 기타 상품정보 제공기관/취급기관 울산신용보증재단 / 취급은행(7개) 문의처 울산신용보증재단 052-289-2300 신청(가입)방법 기관 문의 중도상환수수료 - 대출부대비용 보증료율 0.9% (2년간 보증료 일괄징수)(비율 100%) 연체이자율(%) - 우대/가산금리 조건 - 기타 참고사항 - 관련사이트 https://www.ulsanshinbo.co.kr 운영기한 자금소진시까지 목록,
